,url,product_name,brands,countries,image_url,image_small_url,energy-kcal_100g,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,categories_tags
1426088,http://world-en.openfoodfacts.org/product/5906775670095/salami-2-smaki-salami-wytrawne-salami-balcerzak,"Salami 2 smaki. (Salami wytrawne, Salami)",Balcerzak,Polska,https://images.openfoodfacts.org/images/products/590/677/567/0095/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/677/567/0095/front_pl.4.200.jpg,385.0,33.0,1.6,0.1,20.0,3.3,"en:meats,en:prepared-meats,en:cured-sausages,en:salami"
1426104,http://world-en.openfoodfacts.org/product/5906827003000/p%C4%99czak-kujawski-melvit,Pęczak Kujawski,Melvit,Polska,https://images.openfoodfacts.org/images/products/590/682/700/3000/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/590/682/700/3000/front_en.13.200.jpg,338.0,1.3,71.0,0.5,8.0,0.03,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:groats"
1426112,http://world-en.openfoodfacts.org/product/5906827012705/m%C4%85ka-kukurydziana-melvit,Mąka kukurydziana,Melvit,Polska,https://images.openfoodfacts.org/images/products/590/682/701/2705/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/682/701/2705/front_pl.4.200.jpg,364.0,4.0,70.0,2.0,9.0,0.01,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:flours"
1426118,http://world-en.openfoodfacts.org/product/5906827014105/siemi%C4%99-lniane-melvit,Siemię lniane,Melvit,Polska,https://images.openfoodfacts.org/images/products/590/682/701/4105/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/682/701/4105/front_pl.4.200.jpg,622.0,44.0,23.0,1.0,23.0,0.1,pl:siemię-lniane
1426126,http://world-en.openfoodfacts.org/product/5906827015317/bulgur,Bulgur,,Polska,https://images.openfoodfacts.org/images/products/590/682/701/5317/front_pl.6.400.jpg,https://images.openfoodfacts.org/images/products/590/682/701/5317/front_pl.6.200.jpg,330.0,1.5,62.0,0.8,13.0,0.1,
1426127,http://world-en.openfoodfacts.org/product/5906827015546/kasza-orkiszowa-premium-melvit,KASZA Orkiszowa Premium,Melvit,Polska,https://images.openfoodfacts.org/images/products/590/682/701/5546/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/682/701/5546/front_pl.4.200.jpg,339.0,2.6,63.0,3.7,11.0,0.01,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:groats"
1426128,http://world-en.openfoodfacts.org/product/5906827015652/mieszanka-do-przygotowania-chleba-bez-m%C4%85ki-z-czarnuszk%C4%85-i-orkiszem-melvit,Mieszanka do przygotowania chleba bez mąki z czarnuszką i orkiszem,Melvit,Polska,https://images.openfoodfacts.org/images/products/590/682/701/5652/front_pl.12.400.jpg,https://images.openfoodfacts.org/images/products/590/682/701/5652/front_pl.12.200.jpg,493.0,33.0,22.0,3.6,21.0,0.06,pl:mieszanka-do-przygotowania-chleba
1426131,http://world-en.openfoodfacts.org/product/5906827016222/trendy-lunch-premium-orkisz-vermicelli-pomidory-melvit,"TRENDY LUNCH Premium Orkisz, Vermicelli, Pomidory",Melvit,Polska,https://images.openfoodfacts.org/images/products/590/682/701/6222/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/590/682/701/6222/front_en.4.200.jpg,333.0,2.8,58.0,5.1,14.0,1.6,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:groats"
1426149,http://world-en.openfoodfacts.org/product/5906827018295/natural-mix-melvit,Natural Mix,"Melvit,Plony Natury",Poland,https://images.openfoodfacts.org/images/products/590/682/701/8295/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/682/701/8295/front_pl.4.200.jpg,360.0,3.2,71.0,6.0,10.0,0.4,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:groats"
1426176,http://world-en.openfoodfacts.org/product/5906874343371/cukier-brzozowy-elfrodo,Cukier brzozowy,Elfrodo,Polska,https://images.openfoodfacts.org/images/products/590/687/434/3371/front_pl.16.400.jpg,https://images.openfoodfacts.org/images/products/590/687/434/3371/front_pl.16.200.jpg,240.0,0.0,99.8,0.2,0.0,0.01,"pl:do-słodzenia,pl:słodzik"
1426189,http://world-en.openfoodfacts.org/product/5906876000029/chrzan-wyborowy-bez-octu-wies%C5%82aw-dymecki,Chrzan wyborowy bez octu,Wiesław Dymecki,Polska,https://images.openfoodfacts.org/images/products/590/687/600/0029/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/687/600/0029/front_pl.4.200.jpg,87.0,1.9,13.4,9.4,2.0,1.33,pl:chrzan
1426216,http://world-en.openfoodfacts.org/product/5906936444435/kasza-gryczana-pra%C5%BCona-halina,Kasza gryczana prażona,Halina,Polska,https://images.openfoodfacts.org/images/products/590/693/644/4435/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/693/644/4435/front_pl.4.200.jpg,347.0,2.6,65.0,1.2,13.0,0.02,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:groats"
1426217,http://world-en.openfoodfacts.org/product/5906936678717/kuskus-plony-natury,Kuskus,Plony Natury,Polska,https://images.openfoodfacts.org/images/products/590/693/667/8717/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/693/667/8717/front_pl.4.200.jpg,347.0,2.3,67.0,4.8,13.0,0.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:groats"
1426218,http://world-en.openfoodfacts.org/product/5906936680093/kasza-gryczana-bia%C5%82a-plony-natury,Kasza gryczana biała,Plony Natury,Poland,https://images.openfoodfacts.org/images/products/590/693/668/0093/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/693/668/0093/front_pl.4.200.jpg,335.0,3.1,62.0,1.8,12.0,0.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:groats"
1426225,http://world-en.openfoodfacts.org/product/5906940007039/makaron-staropolski-makarony-polskie,Makaron Staropolski,Makarony Polskie,Polska,https://images.openfoodfacts.org/images/products/590/694/000/7039/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/590/694/000/7039/front_en.10.200.jpg,352.0,1.1,73.0,3.5,11.0,0.01,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas"
1426237,http://world-en.openfoodfacts.org/product/5906974015741/produkt-owocowy-z-brzoskwi%C5%84-rapsodia,Produkt owocowy z brzoskwiń.,Rapsodia,Polska,https://images.openfoodfacts.org/images/products/590/697/401/5741/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/697/401/5741/front_pl.4.200.jpg,148.0,0.5,34.0,31.0,0.8,0.06,pl:do-słodzenia
1426239,http://world-en.openfoodfacts.org/product/5906974018032/d%C5%BCem-z-pomara%C5%84czy-biedronka,Dżem z pomarańczy,Biedronka,Polska,https://images.openfoodfacts.org/images/products/590/697/401/8032/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/697/401/8032/front_pl.4.200.jpg,247.0,0.5,60.0,60.0,0.5,0.01,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:spreads,en:breakfasts,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams"
1426252,http://world-en.openfoodfacts.org/product/5907029004994/paluszki-w-mlecznej-czekoladzie-beskidzkie-%C5%82akocie,Paluszki w mlecznej czekoladzie,Beskidzkie łakocie,Poland,https://images.openfoodfacts.org/images/products/590/702/900/4994/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/702/900/4994/front_pl.4.200.jpg,466.0,20.0,61.0,26.0,8.3,0.92,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:stick-biscuits-covered-with-chocolate"
1426279,http://world-en.openfoodfacts.org/product/5907069001960/cukier-gruba-rafinada-diamant,Cukier Gruba Rafinada,Diamant,Polska,https://images.openfoodfacts.org/images/products/590/706/900/1960/front_pl.13.400.jpg,https://images.openfoodfacts.org/images/products/590/706/900/1960/front_pl.13.200.jpg,400.0,0.0,100.0,100.0,0.0,0.0,"en:sweeteners,en:sugars,en:granulated-sugars,pl:cukier"
1426280,http://world-en.openfoodfacts.org/product/5907069002004/cukier-trzcinowy-nierafinowany-diamant,Cukier trzcinowy nierafinowany,Diamant,Polska,https://images.openfoodfacts.org/images/products/590/706/900/2004/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/706/900/2004/front_pl.4.200.jpg,400.0,0.0,100.0,100.0,0.0,0.01,pl:cukier
1426287,http://world-en.openfoodfacts.org/product/59071761/krem-wedlowski-e-wedel,Krem wedlowski,E. Wedel,Poland,https://images.openfoodfacts.org/images/products/59071761/front_pl.9.400.jpg,https://images.openfoodfacts.org/images/products/59071761/front_pl.9.200.jpg,567.0,37.0,51.0,50.0,6.6,0.18,"en:spreads,en:breakfasts,en:sweet-spreads,fr:pates-a-tartiner,en:chocolate-spreads"
1426289,http://world-en.openfoodfacts.org/product/59071778/karmel-love-krem-wedlowski-e-wedel,"Karmel Love!,Krem Wedlowski","E.Wedel,Lotte",Polska,https://images.openfoodfacts.org/images/products/59071778/front_pl.12.400.jpg,https://images.openfoodfacts.org/images/products/59071778/front_pl.12.200.jpg,576.0,38.0,53.0,53.0,5.7,0.38,"en:spreads,en:breakfasts,en:sweet-spreads,fr:pates-a-tartiner,en:caramel-spreads"
1426294,http://world-en.openfoodfacts.org/product/5907180312334/sorbet-mango-biedronka,Sorbet mango,Biedronka,Polska,https://images.openfoodfacts.org/images/products/590/718/031/2334/front_pl.10.400.jpg,https://images.openfoodfacts.org/images/products/590/718/031/2334/front_pl.10.200.jpg,106.0,0.3,26.0,24.0,0.5,0.0,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:sorbets,en:mango-sorbets"
1426295,http://world-en.openfoodfacts.org/product/5907180313263/burrata-gustobello,Burrata,GustoBello,Poland,https://images.openfoodfacts.org/images/products/590/718/031/3263/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/718/031/3263/front_pl.4.200.jpg,259.0,23.0,2.0,1.8,10.0,0.41,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:stretched-curd-cheeses,en:burrata"
1426301,http://world-en.openfoodfacts.org/product/5907180316417/belgijska-czekolada-mleczna-z-kawa%C5%82kami-s%C5%82onego-karmelu-biedronka,Belgijska czekolada mleczna z kawałkami słonego karmelu,Biedronka,Poland,https://images.openfoodfacts.org/images/products/590/718/031/6417/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/718/031/6417/front_pl.4.200.jpg,530.0,29.0,60.0,59.0,5.6,0.32,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates,en:caramel-chocolates,en:milk-chocolate-with-caramel"
1426302,http://world-en.openfoodfacts.org/product/5907180316424/belgijska-czekolada-70-biedronka,Belgijska czekolada 70%,Biedronka,Poland,https://images.openfoodfacts.org/images/products/590/718/031/6424/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/718/031/6424/front_pl.4.200.jpg,533.0,39.0,31.0,26.0,8.9,0.02,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates,en:extra-fine-dark-chocolates"
1426303,http://world-en.openfoodfacts.org/product/5907180316431/belgijska-czekolada-deserowa-ze-skork%C4%85-pomara%C5%84czy-i-migda%C5%82ami-biedronka,Belgijska czekolada deserowa ze skórką pomarańczy i migdałami.,Biedronka,Poland,https://images.openfoodfacts.org/images/products/590/718/031/6431/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/718/031/6431/front_pl.4.200.jpg,527.0,34.0,43.0,39.0,6.8,0.05,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates,en:extra-fine-dark-chocolates"
1426335,http://world-en.openfoodfacts.org/product/5907222797853/pasta-warzywna-pieczarki-pestki-dyni-go-vege,"Pasta warzywna. Pieczarki, pestki dyni.",Go Vege,Polska,https://images.openfoodfacts.org/images/products/590/722/279/7853/front_pl.5.400.jpg,https://images.openfoodfacts.org/images/products/590/722/279/7853/front_pl.5.200.jpg,204.0,19.0,2.2,2.2,3.7,1.3,pl:pasta-kanapkowa
1426344,http://world-en.openfoodfacts.org/product/5907222978801/sos-rybny-asia-flavours,Sos rybny,Asia Flavours,Polska,https://images.openfoodfacts.org/images/products/590/722/297/8801/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/722/297/8801/front_pl.4.200.jpg,51.0,0.0,1.5,1.5,4.5,23.0,"en:groceries,en:sauces,en:sauces-for-fishes"
1426348,http://world-en.openfoodfacts.org/product/5907368740034/galaretka-z-kurczaka-smak-mak,Galaretka z kurczaka,Smak Mak,Polska,https://images.openfoodfacts.org/images/products/590/736/874/0034/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/736/874/0034/front_pl.4.200.jpg,35.0,0.0,0.0,0.0,8.0,1.2,pl:galat
1426351,http://world-en.openfoodfacts.org/product/5907368740270/smalec-ze-skwarkami-smak-mak,Smalec ze skwarkami,Smak Mak,Polska,https://images.openfoodfacts.org/images/products/590/736/874/0270/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/736/874/0270/front_pl.4.200.jpg,819.0,87.0,0.7,0.0,7.4,0.6,pl:smalec
1426363,http://world-en.openfoodfacts.org/product/5907377030010/pierogi-niebieszczanscy,Pierogi,Niebieszczanscy,Polska,https://images.openfoodfacts.org/images/products/590/737/703/0010/front_pl.10.400.jpg,https://images.openfoodfacts.org/images/products/590/737/703/0010/front_pl.10.200.jpg,289.0,15.0,24.0,1.0,12.0,1.2,"en:meals,en:pasta-dishes,en:stuffed-pastas,en:refrigerated-foods,en:refrigerated-meals"
1426373,http://world-en.openfoodfacts.org/product/5907377116172/lody-o-smaku-czekoladowym-marletto,Lody o smaku czekoladowym,Marletto,Polska,https://images.openfoodfacts.org/images/products/590/737/711/6172/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/737/711/6172/front_pl.4.200.jpg,204.0,8.5,27.0,22.0,4.6,0.14,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1426374,http://world-en.openfoodfacts.org/product/5907377116561/ro%C5%BCek-o-smaku-orzecha-w%C5%82oskiego-marletto,rożek o smaku orzecha włoskiego,Marletto,Poland,https://images.openfoodfacts.org/images/products/590/737/711/6561/front_pl.15.400.jpg,https://images.openfoodfacts.org/images/products/590/737/711/6561/front_pl.15.200.jpg,322.0,19.0,34.0,24.0,4.9,0.13,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1426375,http://world-en.openfoodfacts.org/product/5907377116578/ro%C5%BCek-z-czekolad%C4%85-marletto,rożek z czekoladą,"Marletto,Biedronka",Poland,https://images.openfoodfacts.org/images/products/590/737/711/6578/front_pl.15.400.jpg,https://images.openfoodfacts.org/images/products/590/737/711/6578/front_pl.15.200.jpg,328.0,18.0,37.0,26.0,4.6,0.13,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1426378,http://world-en.openfoodfacts.org/product/5907377116660/marletto-white-almond,Marletto white almond,Marletto,Poland,https://images.openfoodfacts.org/images/products/590/737/711/6660/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/737/711/6660/front_pl.4.200.jpg,343.0,21.0,33.0,31.0,4.3,0.12,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1426383,http://world-en.openfoodfacts.org/product/5907377301646/bu%C5%82ki-do-hamburgerow-z-sezamem-pano,Bułki do hamburgerów z sezamem,Pano,Polska,https://images.openfoodfacts.org/images/products/590/737/730/1646/front_pl.8.400.jpg,https://images.openfoodfacts.org/images/products/590/737/730/1646/front_pl.8.200.jpg,277.0,4.3,48.0,5.4,10.0,1.2,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads"
1426384,http://world-en.openfoodfacts.org/product/5907382002958/kefir-naturalny-osm-jarocin,Kefir naturalny,OSM Jarocin,Polska,https://images.openfoodfacts.org/images/products/590/738/200/2958/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/738/200/2958/front_pl.4.200.jpg,48.0,1.6,5.0,2.7,3.4,0.17,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:kefir"
1426394,http://world-en.openfoodfacts.org/product/5907437364055/p%C5%82atki-owsiane-z-suszonymi-owocami-i-orzechami-bruggen,Płatki owsiane z suszonymi owocami i orzechami,Brüggen,Polska,https://images.openfoodfacts.org/images/products/590/743/736/4055/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/743/736/4055/front_pl.4.200.jpg,374.0,8.8,57.3,15.8,11.6,0.02,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis"
1426395,http://world-en.openfoodfacts.org/product/5907437364062/p%C5%82atki-owsiane-z-mlekiem-w-proszku-odt%C5%82uszczonym-kawa%C5%82kami-bia%C5%82ej-czekolady-i-liofilizowanych-malin-bruggen,"Płatki owsiane z mlekiem w proszku odtłuszczonym, kawałkami białej czekolady i liofilizowanych malin.",Brüggen,Polska,https://images.openfoodfacts.org/images/products/590/743/736/4062/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/743/736/4062/front_pl.4.200.jpg,378.0,7.0,61.7,19.3,12.9,0.14,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis,en:mueslis-with-chocolate"
1426396,http://world-en.openfoodfacts.org/product/5907437364741/musli-premium-vitanella,Musli premium,Vitanella,Polska,https://images.openfoodfacts.org/images/products/590/743/736/4741/front_pl.12.400.jpg,https://images.openfoodfacts.org/images/products/590/743/736/4741/front_pl.12.200.jpg,361.0,8.3,58.6,25.7,8.3,0.03,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis,en:cereals-with-fruits,en:mueslis-with-fruits"
1426398,http://world-en.openfoodfacts.org/product/5907437365052/mieszanka-p%C5%82atkow-zbo%C5%BCowych-z-suszonymi-owocami-oraz-kawa%C5%82kami-pra%C5%BConych-orzeszkow-laskowych-vitanella,Mieszanka płatków zbożowych z suszonymi owocami oraz kawałkami prażonych orzeszków laskowych,Vitanella,Polska,https://images.openfoodfacts.org/images/products/590/743/736/5052/front_pl.6.400.jpg,https://images.openfoodfacts.org/images/products/590/743/736/5052/front_pl.6.200.jpg,337.0,4.0,61.7,17.8,8.7,0.08,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis"
1426399,http://world-en.openfoodfacts.org/product/5907437365069/mieszanka-p%C5%82atkow-zbo%C5%BCowych-z-suszonymi-oraz-kandyzowanymi-owocami-vitanella,Mieszanka płatków zbożowych z suszonymi oraz kandyzowanymi owocami,Vitanella,Polska,https://images.openfoodfacts.org/images/products/590/743/736/5069/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/743/736/5069/front_pl.4.200.jpg,364.0,7.3,60.2,10.3,9.4,0.08,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis"
1426403,http://world-en.openfoodfacts.org/product/5907437366035/ko%C5%82eczka-z-miodem-vitanella,Kołeczka z miodem,"Vitanella, Brüggen",Polska,https://images.openfoodfacts.org/images/products/590/743/736/6035/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/743/736/6035/front_pl.4.200.jpg,380.0,2.4,78.3,25.0,8.2,0.07,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals"
1426411,http://world-en.openfoodfacts.org/product/5907437367124/vitanella-smoothie-baton-rabarbar-truskawka,Vitanella smoothie baton rabarbar-truskawka,Vitanella,Polska,,,343.0,8.3,57.3,50.1,6.8,0.06,pl:baton
1426413,http://world-en.openfoodfacts.org/product/5907439112012/lody-bakaliowe-grycan,Lody bakaliowe,Grycan,Polska,https://images.openfoodfacts.org/images/products/590/743/911/2012/front_pl.18.400.jpg,https://images.openfoodfacts.org/images/products/590/743/911/2012/front_pl.18.200.jpg,273.0,14.9,29.3,24.2,4.8,0.16,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1426414,http://world-en.openfoodfacts.org/product/5907439112043/lody-waniliowe-grycan,Lody waniliowe,Grycan,Polska,https://images.openfoodfacts.org/images/products/590/743/911/2043/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/590/743/911/2043/front_en.12.200.jpg,261.0,15.3,26.1,23.2,4.5,0.16,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1426415,http://world-en.openfoodfacts.org/product/5907439112050/lody-waniliowe-grycan,Lody waniliowe,"Grycan,Lody od Pokoleń",Polska,https://images.openfoodfacts.org/images/products/590/743/911/2050/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/590/743/911/2050/front_en.14.200.jpg,261.0,15.3,26.1,23.2,4.5,0.16,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:products-without-gluten,en:ice-creams"
1426417,http://world-en.openfoodfacts.org/product/5907439112074/lody-truskawkowe-grycan,Lody truskawkowe,Grycan,Polska,https://images.openfoodfacts.org/images/products/590/743/911/2074/front_en.16.400.jpg,https://images.openfoodfacts.org/images/products/590/743/911/2074/front_en.16.200.jpg,228.0,11.9,26.0,23.2,3.6,0.12,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1426418,http://world-en.openfoodfacts.org/product/5907439112128/lody-%C5%9Bmietankowe-grycan,Lody śmietankowe,"Grycan,Lody od pokoleń",Polska,https://images.openfoodfacts.org/images/products/590/743/911/2128/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/590/743/911/2128/front_en.13.200.jpg,262.0,15.5,25.8,22.9,4.6,0.17,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1426419,http://world-en.openfoodfacts.org/product/5907439112135/lody-%C5%9Bmietankowe-grycan,Lody śmietankowe,Grycan,Polska,https://images.openfoodfacts.org/images/products/590/743/911/2135/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/590/743/911/2135/front_en.15.200.jpg,262.0,15.5,25.8,22.9,4.6,0.17,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1426420,http://world-en.openfoodfacts.org/product/5907439112180/lody-kawowe-grycan,Lody kawowe,Grycan,Polska,https://images.openfoodfacts.org/images/products/590/743/911/2180/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/743/911/2180/front_pl.4.200.jpg,257.0,15.2,25.2,22.4,4.6,0.16,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1426421,http://world-en.openfoodfacts.org/product/5907439112197/lody-caffe-latte-grycan,Lody Caffe Latte,Grycan,Poland,https://images.openfoodfacts.org/images/products/590/743/911/2197/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/743/911/2197/front_pl.4.200.jpg,257.0,15.2,25.2,22.4,4.6,0.16,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1426424,http://world-en.openfoodfacts.org/product/5907443600222/czekolada-mleczna-z-ca%C5%82ymi-orzechami-laskowymi-milano,Czekolada mleczna z całymi orzechami laskowymi,Milano,Polska,https://images.openfoodfacts.org/images/products/590/744/360/0222/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/744/360/0222/front_pl.4.200.jpg,563.0,40.0,40.0,39.0,9.5,0.16,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates,en:chocolates-with-hazelnuts,en:milk-chocolate-with-hazelnuts"
1426425,http://world-en.openfoodfacts.org/product/5907443600529/advocat-magnetic,Advocat,"Magnetic,Biedronka",Polska,https://images.openfoodfacts.org/images/products/590/744/360/0529/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/744/360/0529/front_pl.4.200.jpg,472.0,24.0,60.0,,3.8,0.2,"en:snacks,en:sweet-snacks"
1426426,http://world-en.openfoodfacts.org/product/5907443600970/czekolada-mleczna-nadziewana-truskawkowa-magnetic,Czekolada Mleczna Nadziewana Truskawkowa,Magnetic,Poland,https://images.openfoodfacts.org/images/products/590/744/360/0970/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/590/744/360/0970/front_en.4.200.jpg,517.0,29.0,59.0,57.0,5.2,0.22,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates,en:filled-chocolates,en:filled-milk-chocolates"
1426428,http://world-en.openfoodfacts.org/product/5907443600994/czekolada-mleczna-magnetic,Czekolada mleczna,Magnetic,Polska,https://images.openfoodfacts.org/images/products/590/744/360/0994/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/744/360/0994/front_pl.4.200.jpg,526.0,32.0,54.0,50.0,5.6,0.28,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates,en:filled-chocolates,en:filled-milk-chocolates"
1426432,http://world-en.openfoodfacts.org/product/5907443601823/czekolada-deserowa-z-nadzieniem-o-smaku-malinowym-allegro,Czekolada deserowa z nadzieniem o smaku malinowym,Allegro,Polska,https://images.openfoodfacts.org/images/products/590/744/360/1823/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/744/360/1823/front_pl.4.200.jpg,454.0,21.0,62.0,58.0,3.2,0.04,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates"
1426434,http://world-en.openfoodfacts.org/product/5907443603131/czekolada-mleczna-millano,Czekolada mleczna,Millano,Polska,https://images.openfoodfacts.org/images/products/590/744/360/3131/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/744/360/3131/front_pl.4.200.jpg,551.0,34.0,53.0,53.0,6.6,0.26,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates"
1426435,http://world-en.openfoodfacts.org/product/5907443604190/whole-nutty-baron,whole nutty,Baron,Poland,https://images.openfoodfacts.org/images/products/590/744/360/4190/front_pl.9.400.jpg,https://images.openfoodfacts.org/images/products/590/744/360/4190/front_pl.9.200.jpg,543.0,34.0,49.0,48.0,7.6,0.19,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates,en:chocolates-with-hazelnuts,en:milk-chocolate-with-hazelnuts"
